DATE,TIME,QUERY_RAW_PHRASE,ITEM_COUNT,LOG_TIME
2020-03-25,15:31:04,DC/DC 5V 1W,901,188
2020-03-25,15:31:03,"1kV 0,001kW 100kohm",1,47
2020-03-25,15:31:01,5kV 10W 2500mA,7,31
2020-03-25,15:30:03,kabel,70670,456
2020-03-25,15:16:05,DC/DC 5V 1W,901,223
2020-03-25,15:16:04,"1kV 0,001kW 100kohm",1,49
2020-03-25,15:16:02,5kV 10W 2500mA,7,50
2020-03-25,15:15:02,kabel,70670,494
2020-03-25,15:01:04,DC/DC 5V 1W,901,159
2020-03-25,15:01:04,"1kV 0,001kW 100kohm",1,46
2020-03-25,15:01:02,5kV 10W 2500mA,7,37
2020-03-25,15:00:02,kabel,70663,546
2020-03-25,14:46:05,DC/DC 5V 1W,901,217
2020-03-25,14:46:04,"1kV 0,001kW 100kohm",1,57
2020-03-25,14:46:02,5kV 10W 2500mA,7,44
2020-03-25,14:45:03,kabel,70664,516
2020-03-25,14:31:04,DC/DC 5V 1W,901,199
2020-03-25,14:31:03,"1kV 0,001kW 100kohm",1,37
2020-03-25,14:31:02,5kV 10W 2500mA,7,45
2020-03-25,14:30:02,kabel,70664,538
2020-03-25,14:16:05,DC/DC 5V 1W,901,203
2020-03-25,14:16:04,"1kV 0,001kW 100kohm",1,52
2020-03-25,14:16:02,5kV 10W 2500mA,7,38
2020-03-25,14:15:03,kabel,70664,514
2020-03-25,14:01:04,DC/DC 5V 1W,901,190
2020-03-25,14:01:03,"1kV 0,001kW 100kohm",1,45
2020-03-25,14:01:01,5kV 10W 2500mA,7,49
2020-03-25,14:00:02,kabel,70664,531
2020-03-25,13:46:05,DC/DC 5V 1W,901,204
2020-03-25,13:46:04,"1kV 0,001kW 100kohm",1,44
2020-03-25,13:46:02,5kV 10W 2500mA,7,51
2020-03-25,13:45:02,kabel,70664,502
2020-03-25,13:31:04,DC/DC 5V 1W,901,186
2020-03-25,13:31:03,"1kV 0,001kW 100kohm",1,37
2020-03-25,13:31:01,5kV 10W 2500mA,7,51
2020-03-25,13:30:02,kabel,70664,602
2020-03-25,13:16:04,DC/DC 5V 1W,901,197
2020-03-25,13:16:03,"1kV 0,001kW 100kohm",1,49
2020-03-25,13:16:01,5kV 10W 2500mA,7,42
2020-03-25,13:15:03,kabel,70664,719
2020-03-25,13:01:06,DC/DC 5V 1W,901,193
2020-03-25,13:01:05,"1kV 0,001kW 100kohm",1,42
2020-03-25,13:01:03,5kV 10W 2500mA,7,47
2020-03-25,13:00:03,kabel,70664,537
2020-03-25,12:46:05,DC/DC 5V 1W,901,204
2020-03-25,12:46:04,"1kV 0,001kW 100kohm",1,40
2020-03-25,12:46:02,5kV 10W 2500mA,7,49
2020-03-25,12:45:02,kabel,70664,506
2020-03-25,12:31:05,DC/DC 5V 1W,901,182
2020-03-25,12:31:05,"1kV 0,001kW 100kohm",1,45
2020-03-25,12:31:02,5kV 10W 2500mA,7,39
2020-03-25,12:30:03,kabel,70664,476
2020-03-25,12:16:05,DC/DC 5V 1W,901,236
2020-03-25,12:16:04,"1kV 0,001kW 100kohm",1,45
2020-03-25,12:16:02,5kV 10W 2500mA,7,63
2020-03-25,12:15:02,kabel,70664,493
2020-03-25,12:01:06,DC/DC 5V 1W,901,171
2020-03-25,12:01:05,"1kV 0,001kW 100kohm",1,41
2020-03-25,12:01:03,5kV 10W 2500mA,7,75
2020-03-25,12:00:03,kabel,70651,527
2020-03-25,11:46:05,DC/DC 5V 1W,901,160
2020-03-25,11:46:04,"1kV 0,001kW 100kohm",1,53
2020-03-25,11:46:02,5kV 10W 2500mA,7,54
2020-03-25,11:45:02,kabel,70651,497
2020-03-25,11:31:06,DC/DC 5V 1W,901,194
2020-03-25,11:31:05,"1kV 0,001kW 100kohm",1,50
2020-03-25,11:31:03,5kV 10W 2500mA,7,44
2020-03-25,11:30:02,kabel,70651,503
2020-03-25,11:16:05,DC/DC 5V 1W,901,200
2020-03-25,11:16:04,"1kV 0,001kW 100kohm",1,41
2020-03-25,11:16:02,5kV 10W 2500mA,7,44
2020-03-25,11:15:02,kabel,70651,535
2020-03-25,11:01:04,DC/DC 5V 1W,901,224
2020-03-25,11:01:04,"1kV 0,001kW 100kohm",1,46
2020-03-25,11:01:02,5kV 10W 2500mA,7,62
2020-03-25,11:00:02,kabel,70651,605
2020-03-25,10:46:06,DC/DC 5V 1W,901,229
2020-03-25,10:46:05,"1kV 0,001kW 100kohm",1,46
2020-03-25,10:46:03,5kV 10W 2500mA,7,52
2020-03-25,10:45:03,kabel,70651,577
2020-03-25,10:31:07,DC/DC 5V 1W,901,223
2020-03-25,10:31:06,"1kV 0,001kW 100kohm",1,52
2020-03-25,10:31:04,5kV 10W 2500mA,7,45
2020-03-25,10:30:02,kabel,70651,590
2020-03-25,10:16:05,DC/DC 5V 1W,901,224
2020-03-25,10:16:04,"1kV 0,001kW 100kohm",1,37
2020-03-25,10:16:02,5kV 10W 2500mA,7,46
2020-03-25,10:15:03,kabel,70651,531
2020-03-25,10:01:05,DC/DC 5V 1W,901,197
2020-03-25,10:01:04,"1kV 0,001kW 100kohm",1,39
2020-03-25,10:01:02,5kV 10W 2500mA,7,53
2020-03-25,10:00:02,kabel,70652,556
2020-03-25,09:46:04,DC/DC 5V 1W,901,199
2020-03-25,09:46:04,"1kV 0,001kW 100kohm",1,40
2020-03-25,09:46:02,5kV 10W 2500mA,7,53
2020-03-25,09:45:02,kabel,70652,525
2020-03-25,09:31:04,DC/DC 5V 1W,901,244
2020-03-25,09:31:03,"1kV 0,001kW 100kohm",1,43
2020-03-25,09:31:02,5kV 10W 2500mA,7,43
2020-03-25,09:30:02,kabel,70652,473
2020-03-25,09:16:05,DC/DC 5V 1W,901,203
2020-03-25,09:16:04,"1kV 0,001kW 100kohm",1,41
2020-03-25,09:16:02,5kV 10W 2500mA,7,42
2020-03-25,09:15:04,kabel,70652,530
2020-03-25,09:01:05,DC/DC 5V 1W,901,180
2020-03-25,09:01:04,"1kV 0,001kW 100kohm",1,47
2020-03-25,09:01:02,5kV 10W 2500mA,7,54
2020-03-25,09:00:03,kabel,70652,521
2020-03-25,08:46:05,DC/DC 5V 1W,901,187
2020-03-25,08:46:04,"1kV 0,001kW 100kohm",1,49
2020-03-25,08:46:02,5kV 10W 2500mA,7,61
2020-03-25,08:45:02,kabel,70652,519
2020-03-25,08:31:05,DC/DC 5V 1W,901,196
2020-03-25,08:31:04,"1kV 0,001kW 100kohm",1,47
2020-03-25,08:31:02,5kV 10W 2500mA,7,46
2020-03-25,08:30:02,kabel,70652,599
2020-03-25,08:16:06,DC/DC 5V 1W,901,214
2020-03-25,08:16:05,"1kV 0,001kW 100kohm",1,47
2020-03-25,08:16:03,5kV 10W 2500mA,7,59
2020-03-25,08:15:03,kabel,70652,571
2020-03-25,08:01:04,DC/DC 5V 1W,901,168
2020-03-25,08:01:03,"1kV 0,001kW 100kohm",1,39
2020-03-25,08:01:02,5kV 10W 2500mA,7,42
2020-03-25,08:00:02,kabel,70653,536
2020-03-25,07:46:04,DC/DC 5V 1W,901,197
2020-03-25,07:46:04,"1kV 0,001kW 100kohm",1,36
2020-03-25,07:46:02,5kV 10W 2500mA,7,36
2020-03-25,07:45:03,kabel,70653,534
2020-03-25,07:31:05,DC/DC 5V 1W,901,223
2020-03-25,07:31:04,"1kV 0,001kW 100kohm",1,39
2020-03-25,07:31:03,5kV 10W 2500mA,7,46
2020-03-25,07:30:03,kabel,70653,515
2020-03-25,07:16:04,DC/DC 5V 1W,901,201
2020-03-25,07:16:03,"1kV 0,001kW 100kohm",1,57
2020-03-25,07:16:02,5kV 10W 2500mA,7,48
2020-03-25,07:15:03,kabel,70653,469
2020-03-25,07:01:07,DC/DC 5V 1W,901,254
2020-03-25,07:01:06,"1kV 0,001kW 100kohm",1,53
2020-03-25,07:01:03,5kV 10W 2500mA,7,46
2020-03-25,07:00:02,kabel,70653,528
2020-03-25,06:46:06,DC/DC 5V 1W,901,184
2020-03-25,06:46:05,"1kV 0,001kW 100kohm",1,51
2020-03-25,06:46:03,5kV 10W 2500mA,7,55
2020-03-25,06:45:02,kabel,70653,451
2020-03-25,06:31:04,DC/DC 5V 1W,901,194
2020-03-25,06:31:03,"1kV 0,001kW 100kohm",1,50
2020-03-25,06:31:02,5kV 10W 2500mA,7,61
2020-03-25,06:30:02,kabel,70653,547
2020-03-25,06:16:05,DC/DC 5V 1W,901,248
2020-03-25,06:16:04,"1kV 0,001kW 100kohm",1,52
2020-03-25,06:16:03,5kV 10W 2500mA,7,44
2020-03-25,06:15:03,kabel,70653,516
2020-03-25,06:01:05,DC/DC 5V 1W,901,175
2020-03-25,06:01:04,"1kV 0,001kW 100kohm",1,46
2020-03-25,06:01:02,5kV 10W 2500mA,7,30
2020-03-25,06:00:02,kabel,70653,525
2020-03-25,05:46:05,DC/DC 5V 1W,901,182
2020-03-25,05:46:04,"1kV 0,001kW 100kohm",1,46
2020-03-25,05:46:03,5kV 10W 2500mA,7,42
2020-03-25,05:45:02,kabel,70653,513
2020-03-25,05:31:04,DC/DC 5V 1W,901,200
2020-03-25,05:31:03,"1kV 0,001kW 100kohm",1,58
2020-03-25,05:31:02,5kV 10W 2500mA,7,54
2020-03-25,05:30:02,kabel,70653,447
2020-03-25,05:16:05,DC/DC 5V 1W,901,222
2020-03-25,05:16:04,"1kV 0,001kW 100kohm",1,32
2020-03-25,05:16:02,5kV 10W 2500mA,7,49
2020-03-25,05:15:02,kabel,70653,548
2020-03-25,05:01:05,DC/DC 5V 1W,901,182
2020-03-25,05:01:04,"1kV 0,001kW 100kohm",1,37
2020-03-25,05:01:02,5kV 10W 2500mA,7,38
2020-03-25,05:00:03,kabel,70653,499
2020-03-25,04:46:05,DC/DC 5V 1W,901,184
2020-03-25,04:46:04,"1kV 0,001kW 100kohm",1,40
2020-03-25,04:46:02,5kV 10W 2500mA,7,41
2020-03-25,04:45:02,kabel,70653,559
2020-03-25,04:31:04,DC/DC 5V 1W,901,169
2020-03-25,04:31:04,"1kV 0,001kW 100kohm",1,53
2020-03-25,04:31:02,5kV 10W 2500mA,7,30
2020-03-25,04:30:03,kabel,70653,529
2020-03-25,04:16:05,DC/DC 5V 1W,901,257
2020-03-25,04:16:04,"1kV 0,001kW 100kohm",1,35
2020-03-25,04:16:02,5kV 10W 2500mA,7,35
2020-03-25,04:15:03,kabel,70653,575
2020-03-25,04:01:04,DC/DC 5V 1W,901,184
2020-03-25,04:01:03,"1kV 0,001kW 100kohm",1,38
2020-03-25,04:01:02,5kV 10W 2500mA,7,32
2020-03-25,04:00:02,kabel,70653,515
2020-03-25,03:46:05,DC/DC 5V 1W,901,175
2020-03-25,03:46:04,"1kV 0,001kW 100kohm",1,37
2020-03-25,03:46:02,5kV 10W 2500mA,7,53
2020-03-25,03:45:03,kabel,70653,516
2020-03-25,03:31:05,DC/DC 5V 1W,901,220
2020-03-25,03:31:04,"1kV 0,001kW 100kohm",1,41
2020-03-25,03:31:02,5kV 10W 2500mA,7,33
2020-03-25,03:30:04,kabel,70653,474
2020-03-25,03:16:04,DC/DC 5V 1W,901,160
2020-03-25,03:16:04,"1kV 0,001kW 100kohm",1,34
2020-03-25,03:16:02,5kV 10W 2500mA,7,42
2020-03-25,03:15:02,kabel,70653,480
2020-03-25,03:01:05,DC/DC 5V 1W,704,154
2020-03-25,03:01:03,"1kV 0,001kW 100kohm",1,35
2020-03-25,03:01:02,5kV 10W 2500mA,7,34
2020-03-25,03:00:02,kabel,70616,500
2020-03-25,02:46:07,DC/DC 5V 1W,704,151
2020-03-25,02:46:06,"1kV 0,001kW 100kohm",1,38
2020-03-25,02:46:03,5kV 10W 2500mA,7,40
2020-03-25,02:45:02,kabel,70616,471
2020-03-25,02:31:05,DC/DC 5V 1W,704,152
2020-03-25,02:31:04,"1kV 0,001kW 100kohm",1,39
2020-03-25,02:31:02,5kV 10W 2500mA,7,38
2020-03-25,02:30:02,kabel,70616,484
2020-03-25,02:16:04,DC/DC 5V 1W,704,171
2020-03-25,02:16:03,"1kV 0,001kW 100kohm",1,42
2020-03-25,02:16:01,5kV 10W 2500mA,7,54
2020-03-25,02:15:03,kabel,70616,501
2020-03-25,02:01:04,DC/DC 5V 1W,704,176
2020-03-25,02:01:03,"1kV 0,001kW 100kohm",1,39
2020-03-25,02:01:02,5kV 10W 2500mA,7,38
2020-03-25,02:00:02,kabel,70616,472
2020-03-25,01:46:05,DC/DC 5V 1W,704,164
2020-03-25,01:46:04,"1kV 0,001kW 100kohm",1,43
2020-03-25,01:46:02,5kV 10W 2500mA,7,50
2020-03-25,01:45:02,kabel,70616,509
2020-03-25,01:31:05,DC/DC 5V 1W,704,161
2020-03-25,01:31:04,"1kV 0,001kW 100kohm",1,51
2020-03-25,01:31:02,5kV 10W 2500mA,7,37
2020-03-25,01:30:03,kabel,70616,568
2020-03-25,01:16:05,DC/DC 5V 1W,704,200
2020-03-25,01:16:04,"1kV 0,001kW 100kohm",1,31
2020-03-25,01:16:02,5kV 10W 2500mA,7,36
2020-03-25,01:15:03,kabel,70616,507
2020-03-25,01:01:05,DC/DC 5V 1W,704,201
2020-03-25,01:01:04,"1kV 0,001kW 100kohm",1,39
2020-03-25,01:01:02,5kV 10W 2500mA,7,47
2020-03-25,01:00:04,kabel,70616,454
2020-03-25,00:46:04,DC/DC 5V 1W,704,156
2020-03-25,00:46:03,"1kV 0,001kW 100kohm",1,42
2020-03-25,00:46:02,5kV 10W 2500mA,7,47
2020-03-25,00:45:03,kabel,70616,551
2020-03-25,00:31:05,DC/DC 5V 1W,704,187
2020-03-25,00:31:04,"1kV 0,001kW 100kohm",1,44
2020-03-25,00:31:03,5kV 10W 2500mA,7,41
2020-03-25,00:30:02,kabel,70616,471
2020-03-25,00:16:04,DC/DC 5V 1W,704,182
2020-03-25,00:16:03,"1kV 0,001kW 100kohm",1,47
2020-03-25,00:16:02,5kV 10W 2500mA,7,39
2020-03-25,00:15:04,kabel,70616,525
2020-03-25,00:01:04,DC/DC 5V 1W,704,165
2020-03-25,00:01:03,"1kV 0,001kW 100kohm",1,43
2020-03-25,00:01:01,5kV 10W 2500mA,7,30
2020-03-25,00:00:03,kabel,70616,500
2020-03-24,23:46:06,DC/DC 5V 1W,704,154
2020-03-24,23:46:05,"1kV 0,001kW 100kohm",1,46
2020-03-24,23:46:03,5kV 10W 2500mA,7,39
2020-03-24,23:45:03,kabel,70616,505
2020-03-24,23:31:04,DC/DC 5V 1W,704,186
2020-03-24,23:31:03,"1kV 0,001kW 100kohm",1,53
2020-03-24,23:31:02,5kV 10W 2500mA,7,56
2020-03-24,23:30:03,kabel,70616,479
2020-03-24,23:16:05,DC/DC 5V 1W,704,160
2020-03-24,23:16:04,"1kV 0,001kW 100kohm",1,42
2020-03-24,23:16:02,5kV 10W 2500mA,7,37
2020-03-24,23:15:03,kabel,70616,449
2020-03-24,23:01:04,DC/DC 5V 1W,704,164
2020-03-24,23:01:03,"1kV 0,001kW 100kohm",1,29
2020-03-24,23:01:02,5kV 10W 2500mA,7,42
2020-03-24,23:00:02,kabel,70616,507
2020-03-24,22:46:04,DC/DC 5V 1W,704,182
2020-03-24,22:46:03,"1kV 0,001kW 100kohm",1,43
2020-03-24,22:46:01,5kV 10W 2500mA,7,48
2020-03-24,22:45:02,kabel,70616,446
2020-03-24,22:31:06,DC/DC 5V 1W,704,179
2020-03-24,22:31:05,"1kV 0,001kW 100kohm",1,42
2020-03-24,22:31:03,5kV 10W 2500mA,7,41
2020-03-24,22:30:02,kabel,70616,502
2020-03-24,22:16:07,DC/DC 5V 1W,704,173
2020-03-24,22:16:06,"1kV 0,001kW 100kohm",1,42
2020-03-24,22:16:03,5kV 10W 2500mA,7,43
2020-03-24,22:15:03,kabel,70616,538
2020-03-24,22:01:04,DC/DC 5V 1W,704,193
2020-03-24,22:01:03,"1kV 0,001kW 100kohm",1,37
2020-03-24,22:01:01,5kV 10W 2500mA,7,31
2020-03-24,22:00:03,kabel,70616,563
2020-03-24,21:46:05,DC/DC 5V 1W,704,176
2020-03-24,21:46:04,"1kV 0,001kW 100kohm",1,38
2020-03-24,21:46:02,5kV 10W 2500mA,7,57
2020-03-24,21:45:02,kabel,70616,537
2020-03-24,21:31:04,DC/DC 5V 1W,704,185
2020-03-24,21:31:04,"1kV 0,001kW 100kohm",1,46
2020-03-24,21:31:02,5kV 10W 2500mA,7,55
2020-03-24,21:30:02,kabel,70616,440
2020-03-24,21:16:04,DC/DC 5V 1W,704,187
2020-03-24,21:16:04,"1kV 0,001kW 100kohm",1,47
2020-03-24,21:16:01,5kV 10W 2500mA,7,39
2020-03-24,21:15:03,kabel,70616,517
2020-03-24,21:01:05,DC/DC 5V 1W,704,182
2020-03-24,21:01:04,"1kV 0,001kW 100kohm",1,29
2020-03-24,21:01:02,5kV 10W 2500mA,7,39
2020-03-24,21:00:03,kabel,70616,517
2020-03-24,20:46:04,DC/DC 5V 1W,704,173
2020-03-24,20:46:03,"1kV 0,001kW 100kohm",1,41
2020-03-24,20:46:02,5kV 10W 2500mA,7,39
2020-03-24,20:45:02,kabel,70616,484
2020-03-24,20:31:04,DC/DC 5V 1W,704,158
2020-03-24,20:31:03,"1kV 0,001kW 100kohm",1,41
2020-03-24,20:31:01,5kV 10W 2500mA,7,51
2020-03-24,20:30:02,kabel,70616,459
2020-03-24,20:16:04,DC/DC 5V 1W,704,213
2020-03-24,20:16:03,"1kV 0,001kW 100kohm",1,37
2020-03-24,20:16:02,5kV 10W 2500mA,7,39
2020-03-24,20:15:02,kabel,70616,497
2020-03-24,20:01:06,DC/DC 5V 1W,704,153
2020-03-24,20:01:05,"1kV 0,001kW 100kohm",1,38
2020-03-24,20:01:03,5kV 10W 2500mA,7,47
2020-03-24,20:00:02,kabel,70616,477
2020-03-24,19:46:05,DC/DC 5V 1W,704,170
2020-03-24,19:46:04,"1kV 0,001kW 100kohm",1,40
2020-03-24,19:46:02,5kV 10W 2500mA,7,50
2020-03-24,19:45:02,kabel,70616,440
2020-03-24,19:31:05,DC/DC 5V 1W,704,180
2020-03-24,19:31:04,"1kV 0,001kW 100kohm",1,47
2020-03-24,19:31:02,5kV 10W 2500mA,7,47
2020-03-24,19:30:02,kabel,70616,623
2020-03-24,19:16:07,DC/DC 5V 1W,704,199
2020-03-24,19:16:05,"1kV 0,001kW 100kohm",1,64
2020-03-24,19:16:03,5kV 10W 2500mA,7,48
2020-03-24,19:15:02,kabel,70616,533
2020-03-24,19:01:04,DC/DC 5V 1W,704,191
2020-03-24,19:01:04,"1kV 0,001kW 100kohm",1,31
2020-03-24,19:01:02,5kV 10W 2500mA,7,32
2020-03-24,19:00:02,kabel,70616,497
2020-03-24,18:46:05,DC/DC 5V 1W,704,168
2020-03-24,18:46:04,"1kV 0,001kW 100kohm",1,48
2020-03-24,18:46:02,5kV 10W 2500mA,7,40
2020-03-24,18:45:02,kabel,70616,462
2020-03-24,18:31:05,DC/DC 5V 1W,704,144
2020-03-24,18:31:04,"1kV 0,001kW 100kohm",1,50
2020-03-24,18:31:02,5kV 10W 2500mA,7,46
2020-03-24,18:30:02,kabel,70616,516
2020-03-24,18:16:04,DC/DC 5V 1W,704,189
2020-03-24,18:16:03,"1kV 0,001kW 100kohm",1,38
2020-03-24,18:16:02,5kV 10W 2500mA,7,54
2020-03-24,18:15:03,kabel,70616,547
2020-03-24,18:01:05,DC/DC 5V 1W,704,162
2020-03-24,18:01:04,"1kV 0,001kW 100kohm",1,46
2020-03-24,18:01:02,5kV 10W 2500mA,7,48
2020-03-24,18:00:03,kabel,70614,461
2020-03-24,17:46:05,DC/DC 5V 1W,704,178
2020-03-24,17:46:03,"1kV 0,001kW 100kohm",1,52
2020-03-24,17:46:02,5kV 10W 2500mA,7,47
2020-03-24,17:45:02,kabel,70614,495
2020-03-24,17:31:04,DC/DC 5V 1W,704,162
2020-03-24,17:31:03,"1kV 0,001kW 100kohm",1,45
2020-03-24,17:31:02,5kV 10W 2500mA,7,57
2020-03-24,17:30:03,kabel,70614,554
2020-03-24,17:16:06,DC/DC 5V 1W,704,191
2020-03-24,17:16:05,"1kV 0,001kW 100kohm",1,45
2020-03-24,17:16:03,5kV 10W 2500mA,7,50
2020-03-24,17:15:02,kabel,70614,508
2020-03-24,17:01:04,DC/DC 5V 1W,704,174
2020-03-24,17:01:03,"1kV 0,001kW 100kohm",1,33
2020-03-24,17:01:01,5kV 10W 2500mA,7,33
2020-03-24,17:00:02,kabel,70614,512
2020-03-24,16:46:05,DC/DC 5V 1W,704,193
2020-03-24,16:46:04,"1kV 0,001kW 100kohm",1,43
2020-03-24,16:46:03,5kV 10W 2500mA,7,36
2020-03-24,16:45:02,kabel,70614,492
2020-03-24,16:31:05,DC/DC 5V 1W,704,164
2020-03-24,16:31:05,"1kV 0,001kW 100kohm",1,40
2020-03-24,16:31:03,5kV 10W 2500mA,7,47
2020-03-24,16:30:02,kabel,70615,522
2020-03-24,16:16:05,DC/DC 5V 1W,704,185
2020-03-24,16:16:04,"1kV 0,001kW 100kohm",1,48
2020-03-24,16:16:02,5kV 10W 2500mA,7,56
2020-03-24,16:15:02,kabel,70615,469
2020-03-24,16:01:05,DC/DC 5V 1W,704,177
2020-03-24,16:01:04,"1kV 0,001kW 100kohm",1,58
2020-03-24,16:01:02,5kV 10W 2500mA,7,57
2020-03-24,16:00:03,kabel,70615,477
2020-03-24,15:46:05,DC/DC 5V 1W,704,195
2020-03-24,15:46:04,"1kV 0,001kW 100kohm",1,43
2020-03-24,15:46:02,5kV 10W 2500mA,7,50
2020-03-24,15:45:02,kabel,70615,521
2020-03-24,15:31:04,DC/DC 5V 1W,704,163
2020-03-24,15:31:04,"1kV 0,001kW 100kohm",1,42
2020-03-24,15:31:02,5kV 10W 2500mA,7,38
2020-03-24,15:30:03,kabel,70615,569
2020-03-24,15:16:05,DC/DC 5V 1W,704,193
2020-03-24,15:16:04,"1kV 0,001kW 100kohm",1,35
2020-03-24,15:16:02,5kV 10W 2500mA,7,61
2020-03-24,15:15:02,kabel,70615,479
2020-03-24,15:01:06,DC/DC 5V 1W,704,178
2020-03-24,15:01:05,"1kV 0,001kW 100kohm",1,40
2020-03-24,15:01:02,5kV 10W 2500mA,7,49
2020-03-24,15:00:03,kabel,70430,497
2020-03-24,14:46:05,DC/DC 5V 1W,704,204
2020-03-24,14:46:04,"1kV 0,001kW 100kohm",1,49
2020-03-24,14:46:02,5kV 10W 2500mA,7,49
2020-03-24,14:45:02,kabel,70430,636
2020-03-24,14:31:05,DC/DC 5V 1W,704,179
2020-03-24,14:31:04,"1kV 0,001kW 100kohm",1,56
2020-03-24,14:31:02,5kV 10W 2500mA,7,45
2020-03-24,14:30:02,kabel,70430,552
2020-03-24,14:16:05,DC/DC 5V 1W,704,169
2020-03-24,14:16:04,"1kV 0,001kW 100kohm",1,51
2020-03-24,14:16:02,5kV 10W 2500mA,7,41
2020-03-24,14:15:03,kabel,70430,538
2020-03-24,14:01:06,DC/DC 5V 1W,704,192
2020-03-24,14:01:05,"1kV 0,001kW 100kohm",1,42
2020-03-24,14:01:03,5kV 10W 2500mA,7,51
2020-03-24,14:00:02,kabel,70430,498
2020-03-24,13:46:05,DC/DC 5V 1W,704,164
2020-03-24,13:46:04,"1kV 0,001kW 100kohm",1,40
2020-03-24,13:46:02,5kV 10W 2500mA,7,44
2020-03-24,13:45:02,kabel,70430,520
2020-03-24,13:31:06,DC/DC 5V 1W,704,186
2020-03-24,13:31:05,"1kV 0,001kW 100kohm",1,50
2020-03-24,13:31:03,5kV 10W 2500mA,7,38
2020-03-24,13:30:03,kabel,70430,523
2020-03-24,13:16:05,DC/DC 5V 1W,704,174
2020-03-24,13:16:04,"1kV 0,001kW 100kohm",1,41
2020-03-24,13:16:03,5kV 10W 2500mA,7,38
2020-03-24,13:15:03,kabel,70430,581
2020-03-24,13:01:05,DC/DC 5V 1W,704,173
2020-03-24,13:01:04,"1kV 0,001kW 100kohm",1,40
2020-03-24,13:01:02,5kV 10W 2500mA,7,34
2020-03-24,13:00:02,kabel,70430,647
2020-03-24,12:46:05,DC/DC 5V 1W,704,176
2020-03-24,12:46:04,"1kV 0,001kW 100kohm",1,39
2020-03-24,12:46:02,5kV 10W 2500mA,7,52
2020-03-24,12:45:03,kabel,70431,488
2020-03-24,12:31:07,DC/DC 5V 1W,704,239
2020-03-24,12:31:05,"1kV 0,001kW 100kohm",1,40
2020-03-24,12:31:03,5kV 10W 2500mA,7,47
2020-03-24,12:30:02,kabel,70431,566
2020-03-24,12:16:05,DC/DC 5V 1W,704,175
2020-03-24,12:16:04,"1kV 0,001kW 100kohm",1,53
2020-03-24,12:16:02,5kV 10W 2500mA,7,45
2020-03-24,12:15:03,kabel,70431,532
2020-03-24,12:01:05,DC/DC 5V 1W,704,198
2020-03-24,12:01:05,"1kV 0,001kW 100kohm",1,45
2020-03-24,12:01:02,5kV 10W 2500mA,7,62
2020-03-24,12:00:04,kabel,70411,519
2020-03-24,11:46:05,DC/DC 5V 1W,704,183
2020-03-24,11:46:04,"1kV 0,001kW 100kohm",1,40
2020-03-24,11:46:02,5kV 10W 2500mA,7,41
2020-03-24,11:45:02,kabel,70411,479
2020-03-24,11:31:04,DC/DC 5V 1W,704,207
2020-03-24,11:31:03,"1kV 0,001kW 100kohm",1,60
2020-03-24,11:31:01,5kV 10W 2500mA,7,45
2020-03-24,11:30:03,kabel,70411,649
2020-03-24,11:16:05,DC/DC 5V 1W,704,176
2020-03-24,11:16:04,"1kV 0,001kW 100kohm",1,44
2020-03-24,11:16:02,5kV 10W 2500mA,7,50
2020-03-24,11:15:03,kabel,70411,533
2020-03-24,11:01:05,DC/DC 5V 1W,704,159
2020-03-24,11:01:04,"1kV 0,001kW 100kohm",1,40
2020-03-24,11:01:02,5kV 10W 2500mA,7,50
2020-03-24,11:00:03,kabel,70411,527
2020-03-24,10:46:04,DC/DC 5V 1W,704,217
2020-03-24,10:46:03,"1kV 0,001kW 100kohm",1,45
2020-03-24,10:46:01,5kV 10W 2500mA,7,44
2020-03-24,10:45:02,kabel,70411,495
2020-03-24,10:31:06,DC/DC 5V 1W,704,210
2020-03-24,10:31:05,"1kV 0,001kW 100kohm",1,62
2020-03-24,10:31:02,5kV 10W 2500mA,7,43
2020-03-24,10:30:03,kabel,70411,528
2020-03-24,10:16:04,DC/DC 5V 1W,704,165
2020-03-24,10:16:03,"1kV 0,001kW 100kohm",1,41
2020-03-24,10:16:01,5kV 10W 2500mA,7,37
2020-03-24,10:15:03,kabel,70411,491
2020-03-24,10:01:05,DC/DC 5V 1W,704,187
2020-03-24,10:01:04,"1kV 0,001kW 100kohm",1,37
2020-03-24,10:01:02,5kV 10W 2500mA,7,46
2020-03-24,10:00:02,kabel,70411,487
2020-03-24,09:46:05,DC/DC 5V 1W,704,186
2020-03-24,09:46:03,"1kV 0,001kW 100kohm",1,50
2020-03-24,09:46:02,5kV 10W 2500mA,7,44
2020-03-24,09:45:02,kabel,70411,549
2020-03-24,09:31:04,DC/DC 5V 1W,704,189
2020-03-24,09:31:04,"1kV 0,001kW 100kohm",1,41
2020-03-24,09:31:02,5kV 10W 2500mA,7,47
2020-03-24,09:30:03,kabel,70411,476
2020-03-24,09:16:04,DC/DC 5V 1W,704,159
2020-03-24,09:16:03,"1kV 0,001kW 100kohm",1,47
2020-03-24,09:16:01,5kV 10W 2500mA,7,52
2020-03-24,09:15:02,kabel,70411,469
2020-03-24,09:01:05,DC/DC 5V 1W,704,163
2020-03-24,09:01:04,"1kV 0,001kW 100kohm",1,40
2020-03-24,09:01:02,5kV 10W 2500mA,7,39
2020-03-24,09:00:03,kabel,70411,533
2020-03-24,08:46:05,DC/DC 5V 1W,704,177
